pp,p_beta,p,p_corrected
0.999999863609427,0.980049468797935,0.515543088508459,0.597856690875356
0.99999998844808,0.993175548912132,0.941128901732226,0.954969032640053
0.811530550368197,0.692147877149252,0.377190677589408,0.460639942542817
3.2380444403029E-08,0.0446775986051119,0.235787990804136,0.312872526259334
0.999999923271634,0.998546983178129,0.980587416173748,0.987744988554579
1.63310871836883E-13,0.00146681576001517,0.00310692764616465,0.008406980689622
2.09600809739109E-09,0.0114244361297323,0.188317100742595,0.267915050541011
5.72296431885386E-05,0.538465554823182,0.314303095165031,0.397925019566736
0.999999999885886,0.9930921024112,0.614144739106924,0.689040438998012
2.70797195971906E-13,0.00417533256020407,0.0267051319655472,0.0460663526405689
1.40470274759272E-07,0.0525883665017357,0.256423718241742,0.33383465205057
0.657461306836603,0.908129686826924,0.36700035732749,0.452196868849943
2.96749007202707E-09,0.0233456555952401,0.195823139087143,0.272965587818441
0.917532777831308,0.993934237673368,0.381526196088459,0.461847500528134
8.90884281440292E-09,0.08373182950495,0.230096827168478,0.309927712739437
7.69337120360482E-14,0.00700001804049412,8.22452400157271E-06,0.000141873039027129
1.84827101202687E-14,0.00561696358565189,8.38544418359427E-07,2.19894630523687E-05
0.9999999976671,0.986155872598823,0.875941160314352,0.922747176514356
0.000439136629043565,0.95146773918865,0.331374498699345,0.415724371095542
1.96697930913488E-13,0.00343516987504829,0.00111052453275245,0.00414195636540104
0.999999999992227,0.993884473042121,0.784510328108258,0.852460041566454
5.0642614447771E-08,0.269159583260309,0.247899371419819,0.325810602437477
1.49132315701896E-13,0.000494247727472687,0.0208317577654024,0.0378539734356908
3.82398977898453E-13,0.00193519266369389,0.00507697116225109,0.01148560689165
3.75065470100268E-13,0.000670764955394593,0.00283615107572623,0.0081539343427129
1.41912156337803E-13,0.00285673424503552,0.100648861048664,0.150973291572997
2.35946058628033E-13,0.00469670913143546,0.000234728425859915,0.0012458662603334
1.81337357757579E-10,0.067761911617159,0.194260921454144,0.272965587818441
0.999999996189998,0.975574176895445,0.899838162585047,0.926699003259227
0.999999999938841,0.960804552550239,0.631920028439637,0.703265838102176
1.90181657819369E-14,0.000697841353112998,0.0574633608931785,0.0922086488751003
1.0080225818328E-13,0.00380419229019948,3.50483969808685E-05,0.000322445252223991
0.737942971347556,0.961212451309689,0.365441110273631,0.452196868849943
1.25613076797823E-13,0.00235693164358358,0.000728082308913664,0.00295515760676723
1.9123220927214E-14,8.77958937813958E-05,0.0520566605515915,0.0855216566204717
1.95285724956014E-14,0.000773675833081715,0.0582999566340726,0.0924757932816324
1.39766670878651E-12,0.00946831292002948,0.135204202586975,0.200625590935511
0.999999998901955,0.999083770482363,0.873358309313283,0.922747176514356
2.38777817118118E-13,0.00240189416546281,0.0104115300292587,0.0208230600585174
3.67287508585459E-14,0.00443958062176478,0.00445512841376691,0.0102467953516639
1.48529498608721E-14,0.00413623828440626,4.12912997889827E-06,8.14028481554229E-05
0.999999897860454,0.995742318535229,0.997899085202756,0.997899085202756
1.01010110172306E-13,0.00296708335414729,4.73938712810352E-05,0.000375846659514828
2.72160966421192E-13,0.00210728779887374,0.0128796559483487,0.0250336974770722
1.41393901830267E-13,0.00362057340800175,0.000207280482672538,0.00114418826435241
1.21224879771678E-13,0.00424761672637106,2.10256698749044E-05,0.000223195572518216
2.15350130965448E-12,0.00309217392119074,0.00354745538878729,0.00902062987258303
2.87776557723959E-13,0.00282060235858171,0.00201651608787351,0.00662569571729869
1.59249071519289E-12,0.0033535489623459,0.0514175495944932,0.0854894198077117
1.42572774977879E-09,0.034426329096013,0.22128395584326,0.302348375310593
8.48340311040558E-14,0.00691378673451828,0.0942190844708482,0.142881688538209
