pp,p_beta,p,p_corrected
3.84105016918462E-16,3.65825320044868E-06,0.0407193077588229,0.232439381789947
0.999992427798341,0.999996156680956,0.354327117814084,0.599294014080612
0.99999990781211,0.999478729099611,0.455662095735965,0.671244162535777
1.14729552537344E-15,2.05768454397159E-06,0.000813791052782906,0.0123877082479176
6.63238365943499E-10,0.984154765478807,0.166790570174003,0.519325184405419
0.999999997378215,0.949554006323671,0.708716119665104,0.859239897293091
1.77224337192974E-17,5.2519382495127E-07,0.00750968129651075,0.0791404875093825
4.14765136349702E-15,2.77124800459656E-07,0.0334481803977111,0.199234813673323
0.999996879138025,0.176948390046926,0.583795879288923,0.776505198665849
0.999999999997253,0.999586858569174,0.646058672051614,0.835000359161048
0.999999999995372,0.999995852696484,0.793696696052064,0.885587647217259
0.9999999487997,0.999858454940395,0.792543445250875,0.885587647217259
1.89247171541072E-09,0.147690498184565,0.188209231007066,0.546445730271138
0.999999999999067,0.999191946023383,0.703054439072574,0.859239897293091
0.00160993497518619,3.40543123113718E-05,0.211831016890575,0.554504761112626
1.78712629621409E-17,2.49139630527875E-05,1.72100713940859E-05,0.000785926593663256
0.999999999781637,0.999888927693663,0.428452220858521,0.655922421014176
6.89182657304701E-15,1.68424712179823E-06,0.0524299602931197,0.267183038429042
0.999999963038317,0.999919928061163,0.435685695710146,0.655922421014176
8.74202672698339E-18,4.95145505569282E-07,0.00107664316920358,0.0134091012891719
4.71274658858256E-12,0.000131211578406088,0.0732875709903484,0.313762413302429
1.55423894767651E-11,0.996216332337881,0.143493677797039,0.479478874590105
0.99984877700577,5.04595491693193E-05,0.838192714850349,0.891449241769295
0.00345995747366449,0.999554925382075,0.225908329639226,0.554504761112626
0.999999981338124,0.222715258501168,0.489297144580687,0.698267800078689
0.999999999817167,0.999431805937396,0.520579536030932,0.713506394152665
7.24310246651463E-18,9.25058958785702E-06,0.00105571978327958,0.0134091012891719
0.999999989423541,0.986260955240666,0.468680804921184,0.675887055517919
0.999999999847925,0.986247198714115,0.839393811592986,0.891449241769295
0.664888448077779,1.57560281629168E-05,0.404408004320575,0.644231355719985
5.34577681541299E-10,0.000149764973312423,0.200802748366382,0.554504761112626
5.00574301138277E-06,0.997769239363381,0.253728156950337,0.554504761112626
1.48112610928867E-14,2.94363695995692E-07,0.0526565112232419,0.267183038429042
7.68986950124674E-12,9.65615524647366E-06,0.180353880461893,0.546445730271138
0.999999999983114,0.999950770891552,0.661347124154507,0.846771551487546
0.999999811535497,0.999964844047196,0.443832669715113,0.660924736423593
0.99999999999977,0.999995498408639,0.747499045714243,0.881119723663084
0.987450798404394,0.00384810629878966,0.695869102547657,0.859239897293091
0.999821024638114,0.996555812865253,0.41064374345449,0.646645894865117
2.66002486886515E-14,4.45246606672907E-08,0.0014659747086194,0.0167365445900715
0.999997642407143,0.999714762055024,0.74354608923092,0.881119723663084
0.999994526827687,0.0346233009961945,0.426449627950597,0.655922421014176
8.73242139824901E-13,1.22061455362338E-05,0.0665923493229598,0.294295221201467
0.000667764121253019,0.724203364839091,0.293390951658851,0.557695173400564
1.97768015736928E-06,0.998967220206017,0.215004840550713,0.554504761112626
3.16687946134161E-07,0.196179434022431,0.280518780534758,0.557695173400564
1.7365034286699E-08,9.12320675025718E-06,0.107807291300169,0.411864418266388
0.00090389803189366,0.999826511507585,0.291630899868323,0.557695173400564
5.52868069308628E-05,0.999319308422137,0.248824243446637,0.554504761112626
0.0117039036431961,0.999717886758225,0.341049689589491,0.593129853031054
0.999999996512894,0.991236428963175,0.496918140755349,0.70183283797405
5.45485147723771E-07,0.999989412004225,0.230785257473634,0.554504761112626
0.999999990984461,0.99967117433253,0.565546592171454,0.759606697328326
0.000113721022848547,0.999996264357243,0.266491206994263,0.557695173400564
0.0024079012282138,0.999966682569422,0.305307576679141,0.557695173400564
2.86059298855225E-12,2.06048384913991E-05,0.108227146405766,0.411864418266388
1.06878425595436E-07,0.00107120742407226,0.252122215231169,0.554504761112626
3.50208178657651E-07,0.999792050381251,0.206024352786759,0.554504761112626
0.999999835906034,0.999996143834258,0.432570100262423,0.655922421014176
1.04304474478985E-06,0.110605076868379,0.261339152071935,0.557695173400564
4.72198247502523E-12,0.0980988977367849,0.152246275398148,0.496612850703483
0.999999999971306,0.999403724882559,0.556150519323799,0.754382387597629
4.37773604457642E-08,0.574183299317142,0.250338982831769,0.554504761112626
4.13583309598052E-18,3.22422461641184E-05,0.0237035341059149,0.154637341548112
1.31181146946063E-10,2.76864361633879E-06,0.0105770981789641,0.0852389676775346
0.999999999998743,0.999998714527845,0.520807586972748,0.713506394152665
1.62024195312109E-17,8.37712481458221E-06,0.000576850412758687,0.0108468379763819
6.41686543701596E-15,2.57666404234232E-07,0.0597296362426957,0.280817549110106
0.999999999998351,0.995965328601244,0.734894530984921,0.881119723663084
1.63820278166662E-07,4.85704841364669E-05,0.301633225436351,0.557695173400564
0.000244999666211389,0.19662058448425,0.279168761540531,0.557695173400564
